"","Q32","Q33","Q1","Q61"
"7952",1,3,"Girl",2
"7953",NA,1,"Boy",2
"7954",1,3,"Boy",1
"7955",2,3,"Girl",1
"7956",1,3,"Boy",1
"7957",3,3,"Boy",2
"7958",5,4,"Boy",2
"7959",1,3,"Girl",1
"7960",1,3,"Boy",2
"7961",1,4,"Boy",1
"7962",2,4,"Girl",1
"7963",3,4,"Boy",NA
"7964",3,4,"Girl",1
"7965",1,3,"Girl",3
"7966",1,3,"Girl",1
"7967",2,3,"Boy",2
"7968",2,3,"Girl",3
"7969",NA,NA,"Boy",NA
"7970",1,3,"Boy",2
"7971",2,4,"Girl",1
"7972",1,4,"Girl",NA
"7973",3,NA,"Boy",NA
"7974",2,3,"Girl",2
"7975",3,3,"Girl",1
"7976",3,4,"Girl",2
"7977",3,4,"Boy",4
"7978",3,3,"Girl",2
"7979",3,3,"Girl",3
"7980",1,3,"Girl",4
"7981",3,4,"Girl",3
"7982",3,4,"Boy",2
"7983",2,4,"Boy",2
"7984",5,4,"Boy",1
"7985",3,3,"Boy",2
"7986",2,3,"Boy",3
"7987",3,4,"Boy",3
"7988",1,3,"Girl",2
"7989",3,3,"Boy",2
"7990",2,4,"Boy",2
"7991",1,2,"Boy",4
"7992",3,3,"Boy",2
"7993",3,3,"Boy",1
"7994",1,3,"Girl",2
"7995",3,3,"Boy",2
"7996",1,3,"Boy",2
"7997",3,4,"Boy",4
"7998",4,2,"Girl",2
"7999",3,3,"Boy",2
"8000",3,4,"Girl",1
"8001",1,3,"Boy",4
"8002",2,2,"Boy",4
"8003",3,3,"Boy",1
"8004",1,3,"Girl",3
"8005",2,3,"Boy",4
"8006",1,3,"Girl",2
"8007",5,3,"Boy",1
"8008",2,3,"Girl",2
"8009",2,4,"Girl",2
"8010",4,4,"Boy",4
"8011",2,3,"Boy",3
"8012",4,4,"Boy",3
"8013",3,4,"Girl",2
"8014",3,5,"Boy",2
"8015",1,3,"Girl",3
"8016",2,3,"Boy",4
"8017",3,3,"Boy",2
"8018",2,3,"Boy",2
"8019",3,4,"Boy",2
"8020",1,3,"Girl",2
"8021",1,4,"Boy",4
"8022",1,5,"Girl",2
"8023",1,2,"Boy",3
"8024",3,3,"Boy",3
"8025",3,3,"Boy",4
"8026",1,2,"Boy",3
"8027",3,3,"Boy",2
"8028",2,3,"Girl",4
"8029",2,4,"Boy",4
"8030",2,3,"Boy",2
"8031",1,4,"Boy",4
"8032",3,3,"Boy",3
"8033",3,4,"Boy",NA
"8034",1,3,"Girl",3
"8035",3,3,"Girl",3
"8036",5,3,"Boy",2
"8037",2,3,"Girl",1
"8038",1,3,"Boy",4
"8039",1,3,"Girl",2
"8040",2,3,"Boy",3
"8041",3,4,"Girl",3
"8042",3,3,"Girl",2
"8043",3,2,"Boy",4
"8044",1,3,"Boy",1
"8045",3,1,"Girl",2
"8046",4,5,"Girl",3
"8047",1,4,"Girl",4
"8048",2,3,"Boy",3
"8049",2,4,"Girl",2
"8050",4,4,"Girl",2
"8051",3,1,"Boy",2
"8052",2,4,"Girl",2
"8053",2,3,"Girl",2
"8054",3,5,"Girl",4
"8055",3,2,"Girl",2
"8056",3,2,"Boy",3
"8057",1,3,"Boy",2
"8058",3,3,"Girl",2
"8059",4,4,"Girl",2
"8060",4,4,"Boy",1
"8061",2,3,"Girl",1
"8062",3,5,"Boy",2
"8063",3,4,"Boy",3
"8064",2,2,"Boy",2
"8065",3,3,"Girl",1
"8066",1,3,"Girl",2
"8067",2,4,"Boy",2
"8068",4,4,"Boy",4
"8069",3,4,"Girl",1
"8070",3,3,"Boy",2
"8071",1,2,"Boy",2
"8072",2,2,"Girl",3
"8073",3,4,"Girl",3
"8074",3,4,"Boy",2
"8075",3,2,"Boy",4
"8076",2,3,"Boy",4
"8077",4,4,"Boy",1
"8078",3,4,"Girl",2
"8079",2,4,"Boy",2
"8080",2,3,"Girl",2
"8081",2,4,"Girl",1
"8082",1,3,"Girl",3
"8083",2,4,"Boy",2
"8084",3,3,"Boy",2
"8085",2,4,"Girl",3
"8086",1,4,"Girl",4
"8087",3,3,"Girl",1
"8088",1,3,"Girl",2
"8089",NA,NA,"Girl",NA
"8090",3,2,"Boy",2
"8091",2,4,"Girl",3
"8092",4,2,"Boy",3
"8093",3,4,"Boy",2
"8094",1,3,"Boy",2
"8095",3,4,"Boy",2
"8096",2,3,"Boy",2
"8097",1,3,"Girl",1
"8098",3,3,"Boy",2
"8099",1,3,"Girl",2
"8100",2,3,"Boy",2
"8101",1,3,"Boy",2
"8102",NA,NA,"Boy",NA
"8103",1,3,"Boy",1
"8104",3,4,"Boy",3
"8105",3,3,"Boy",2
"8106",1,3,"Boy",3
"8107",2,3,"Boy",2
"8108",3,3,"Girl",2
"8109",3,4,"Boy",4
"8110",3,3,"Boy",1
"8111",1,3,"Boy",NA
"8112",3,3,"Girl",2
"8113",5,2,"Girl",1
"8114",3,3,"Boy",2
"8115",3,3,"Girl",2
"8116",1,3,"Girl",2
"8117",3,4,"Girl",2
"8118",4,3,"Boy",4
"8119",3,3,"Boy",1
"8120",1,3,"Girl",2
"8121",3,3,"Boy",4
"8122",1,3,"Boy",1
"8123",1,3,"Boy",3
"8124",2,3,"Girl",2
"8125",2,5,"Boy",4
"8126",2,1,"Boy",2
"8127",1,3,"Boy",NA
"8128",3,4,"Boy",2
"8129",2,4,"Boy",3
"8130",2,3,"Boy",2
"8131",3,3,"Girl",2
"8132",1,3,"Girl",3
"8133",1,3,"Girl",1
"8134",2,1,"Girl",1
"8135",2,3,"Girl",1
"8136",2,4,"Girl",2
"8137",1,3,"Boy",2
"8138",1,3,"Boy",2
"8139",2,3,"Boy",1
"8140",3,4,"Boy",1
"8141",2,4,"Girl",1
"8142",2,4,"Girl",3
"8143",1,4,"Girl",2
"8144",3,1,"Boy",2
"8145",4,4,"Boy",1
"8146",NA,3,"Boy",3
"8147",3,4,"Boy",2
"8148",1,3,"Girl",4
"8149",3,NA,"Boy",1
"8150",3,3,"Boy",2
"8151",1,4,"Girl",3
"8152",1,5,"Girl",1
"8153",2,3,"Boy",2
"8154",2,3,"Boy",1
"8155",1,3,"Boy",1
"8156",1,3,"Boy",1
"8157",2,3,"Girl",2
"8158",3,3,"Girl",2
"8159",5,3,"Boy",1
"8160",3,3,"Girl",2
"8161",2,3,"Girl",3
"8162",1,2,"Girl",2
"8163",1,3,"Boy",1
"8164",2,5,"Boy",2
"8165",5,5,"Girl",4
"8166",1,4,"Girl",3
"8167",2,3,"Boy",2
"8168",3,5,"Girl",4
"8169",4,4,"Girl",1
"8170",2,3,"Boy",2
"8171",1,3,"Girl",1
"8172",2,3,"Boy",2
"8173",1,3,"Boy",2
"8174",3,4,"Girl",NA
"8175",4,4,"Boy",2
"8176",3,4,"Girl",2
"8177",2,3,"Boy",1
"8178",2,4,"Girl",2
"8179",3,4,"Boy",1
"8180",2,3,"Girl",2
"8181",3,3,"Boy",2
"8182",4,NA,"Girl",1
"8183",3,4,"Boy",2
"8184",3,4,"Boy",1
"8185",3,3,"Boy",2
"8186",2,4,"Girl",4
"8187",3,3,"Boy",1
"8188",2,NA,"Girl",2
"8189",3,4,"Boy",2
"8190",2,3,"Girl",2
"8191",3,2,"Girl",2
"8192",1,4,"Girl",3
"8193",1,4,"Boy",2
"8194",3,4,"Girl",2
"8195",1,2,"Girl",3
"8196",2,3,"Girl",1
"8197",2,4,"Girl",3
"8198",NA,4,"Girl",NA
"8199",1,3,"Boy",3
"8200",3,4,"Girl",2
"8201",2,3,"Girl",4
"8202",2,3,"Girl",3
"8203",1,3,"Boy",1
"8204",1,3,"Girl",2
"8205",3,3,"Boy",2
"8206",1,3,"Boy",2
"8207",1,3,"Boy",2
"8208",5,5,"Girl",2
"8209",3,4,"Girl",2
"8210",3,3,"Girl",2
"8211",1,3,"Girl",3
"8212",1,3,"Girl",1
"8213",1,4,"Girl",NA
"8214",1,3,"Girl",1
"8215",2,4,"Boy",3
"8216",3,3,"Girl",2
"8217",1,3,"Boy",2
"8218",NA,4,"Boy",1
"8219",2,2,"Boy",2
"8220",2,3,"Girl",NA
"8221",1,3,"Girl",3
"8222",2,5,"Girl",1
"8223",3,4,"Girl",3
"8224",1,3,"Boy",1
"8225",2,2,"Girl",2
"8226",2,4,"Boy",4
"8227",3,NA,"Girl",2
"8228",1,3,"Girl",2
"8229",2,3,"Girl",2
"8230",1,3,"Girl",1
"8231",3,3,"Boy",2
"8232",NA,3,"Boy",1
"8233",3,3,"Girl",2
"8234",3,4,"Boy",3
"8235",4,2,"Boy",2
"8236",2,4,"Girl",2
"8237",3,4,"Boy",2
"8238",4,4,"Girl",2
"8239",1,1,"Girl",1
"8240",3,3,"Girl",2
"8241",4,4,"Boy",3
"8242",2,3,"Boy",3
"8243",3,3,"Girl",1
"8244",2,4,"Girl",3
"8245",3,3,"Girl",3
"8246",1,3,"Girl",3
"8247",3,3,"Girl",3
"8248",4,4,"Girl",2
"8249",3,2,"Boy",2
"8250",3,4,"Boy",4
"8251",2,3,"Girl",3
"8252",3,4,"Girl",4
"8253",2,3,"Boy",2
"8254",2,3,"Girl",2
"8255",3,3,"Boy",2
"8256",3,4,"Girl",3
"8257",2,3,"Girl",1
"8258",2,3,"Boy",4
"8259",3,3,"Girl",4
"8260",2,3,"Girl",2
"8261",3,4,"Girl",2
"8262",2,4,"Boy",2
"8263",5,4,"Boy",3
"8264",3,4,"Girl",3
"8265",3,4,"Girl",2
"8266",3,4,"Girl",3
"8267",2,3,"Girl",1
"8268",3,4,"Boy",3
"8269",2,3,"Girl",2
"8270",2,3,"Girl",2
"8271",3,3,"Boy",2
"8272",3,4,"Boy",3
"8273",1,3,"Boy",4
"8274",2,4,"Girl",2
"8275",3,2,"Boy",2
"8276",3,3,"Girl",1
"8277",3,3,"Boy",3
"8278",2,3,"Boy",2
"8279",2,3,"Girl",2
"8280",2,3,"Boy",2
"8281",3,4,"Girl",2
"8282",3,4,"Boy",3
"8283",3,4,"Girl",2
"8284",4,4,"Boy",3
"8285",1,3,"Girl",2
"8286",2,3,"Boy",4
"8287",3,4,"Girl",2
"8288",1,3,"Girl",1
"8289",1,1,"Girl",4
"8290",2,3,"Boy",2
"8291",1,4,"Boy",3
"8292",2,3,"Girl",4
"8293",3,3,"Boy",1
"8294",3,4,"Girl",1
"8295",1,3,"Boy",2
"8296",3,3,"Boy",2
"8297",3,4,"Girl",2
"8298",2,4,"Boy",4
"8299",3,4,"Girl",3
"8300",2,3,"Girl",3
"8301",1,3,"Girl",1
"8302",2,4,"Girl",2
"8303",3,4,"Girl",2
"8304",3,4,"Boy",2
"8305",2,4,"Boy",3
"8306",3,2,"Boy",3
"8307",2,4,"Boy",4
"8308",2,2,"Boy",4
"8309",3,3,"Boy",2
"8310",2,4,"Girl",1
"8311",3,4,"Boy",1
"8312",2,3,"Girl",3
"8313",3,3,"Boy",2
"8314",3,3,"Girl",2
"8315",2,3,"Boy",2
"8316",1,2,"Boy",2
"8317",3,3,"Girl",2
"8318",3,4,"Girl",2
"8319",1,3,"Boy",3
"8320",2,3,"Girl",1
"8321",2,3,"Girl",2
"8322",4,2,"Boy",2
"8323",2,3,"Girl",4
"8324",2,2,"Girl",1
"8325",3,3,"Girl",4
"8326",3,3,"Boy",3
"8327",3,4,"Boy",4
"8328",3,3,"Boy",4
"8329",3,3,"Girl",4
"8330",1,2,"Boy",1
"8331",3,3,"Boy",4
"8332",3,1,"Girl",3
"8333",1,4,"Girl",2
"8334",3,3,"Boy",4
"8335",1,4,"Boy",1
"8336",1,3,"Girl",1
"8337",2,3,"Boy",2
"8338",1,3,"Boy",1
"8339",4,2,"Girl",2
"8340",1,3,"Boy",1
"8341",3,3,"Girl",2
"8342",3,4,"Boy",2
"8343",3,4,"Boy",4
"8344",2,4,"Girl",2
"8345",2,3,"Boy",3
"8346",3,3,"Boy",2
"8347",3,2,"Boy",2
"8348",1,4,"Boy",2
"8349",3,2,"Boy",3
"8350",2,4,"Boy",1
"8351",1,3,"Boy",1
"8352",2,1,"Boy",2
"8353",1,3,"Girl",3
"8354",NA,5,"Girl",3
"8355",1,3,"Girl",3
"8356",3,3,"Boy",1
"8357",3,5,"Boy",3
"8358",1,4,"Girl",2
"8359",2,3,"Girl",2
"8360",2,4,"Boy",1
"8361",3,4,"Boy",2
"8362",3,2,"Girl",2
"8363",2,3,"Girl",2
"8364",1,3,"Girl",3
"8365",3,4,"Girl",3
"8366",2,4,"Girl",2
"8367",2,NA,"Girl",3
"8368",1,3,"Girl",1
"8369",2,4,"Girl",2
"8370",3,3,"Girl",2
"8371",3,4,"Girl",3
"8372",3,3,"Girl",3
"8373",3,4,"Girl",1
"8374",NA,NA,"Girl",2
"8375",3,3,"Boy",2
"8376",3,3,"Girl",1
"8377",1,3,"Girl",1
"8378",1,3,"Boy",1
"8379",2,3,"Boy",1
"8380",4,4,"Girl",3
"8381",1,3,"Boy",2
"8382",3,3,"Girl",1
"8383",2,3,"Boy",1
"8384",1,3,"Girl",2
"8385",3,4,"Boy",2
"8386",3,3,"Boy",2
"8387",4,4,"Boy",3
"8388",3,4,"Girl",2
"8389",3,4,"Boy",3
"8390",1,3,"Girl",3
"8391",1,3,"Boy",4
"8392",1,3,"Boy",1
"8393",1,2,"Girl",2
"8394",3,3,"Boy",2
"8395",1,2,"Girl",NA
"8396",3,4,"Girl",2
"8397",1,3,"Boy",1
"8398",2,3,"Girl",2
"8399",2,3,"Girl",2
"8400",1,4,"Girl",4
"8401",NA,NA,"Girl",2
"8402",1,1,"Girl",1
"8403",3,3,"Boy",2
"8404",3,1,"Boy",2
"8405",2,4,"Girl",1
"8406",3,4,"Girl",1
"8407",3,3,"Boy",1
"8408",2,4,"Girl",2
"8409",1,3,"Boy",2
"8410",1,4,"Boy",3
"8411",2,4,"Girl",1
"8412",3,3,"Boy",1
"8413",1,3,"Girl",1
"8414",1,3,"Boy",4
"8415",3,3,"Girl",1
"8416",1,4,"Girl",3
"8417",2,1,"Boy",3
"8418",3,3,"Boy",1
"8419",3,4,"Girl",2
"8420",2,2,"Boy",2
"8421",2,3,"Boy",4
"8422",3,4,"Girl",1
"8423",2,4,"Girl",2
"8424",1,3,"Boy",2
"8425",3,2,"Boy",2
"8426",3,4,"Boy",2
"8427",3,2,"Girl",3
"8428",3,5,"Girl",3
"8429",3,2,"Girl",2
"8430",3,3,"Girl",2
"8431",2,4,"Girl",1
"8432",2,3,"Boy",2
"8433",2,3,"Girl",1
"8434",2,4,"Girl",1
"8435",3,3,"Girl",1
"8436",3,3,"Boy",2
"8437",3,3,"Boy",2
"8438",3,3,"Girl",2
"8439",3,4,"Boy",2
"8440",2,2,"Girl",1
"8441",3,3,"Boy",3
"8442",3,3,"Boy",2
"8443",1,3,"Boy",3
"8444",2,4,"Girl",3
"8445",3,4,"Girl",1
"8446",3,3,"Boy",4
"8447",3,4,"Girl",3
"8448",2,3,"Girl",2
"8449",1,3,"Boy",2
"8450",2,3,"Girl",1
"8451",2,3,"Boy",3
"8452",2,3,"Girl",1
"8453",5,4,"Boy",2
"8454",3,3,"Girl",3
"8455",3,3,"Girl",1
"8456",2,2,"Girl",1
"8457",1,2,"Girl",1
"8458",2,NA,"Boy",2
"8459",2,3,"Girl",2
"8460",2,3,"Girl",2
"8461",3,2,"Girl",2
"8462",3,3,"Girl",1
"8463",3,3,"Girl",3
"8464",3,3,"Boy",2
"8465",3,3,"Boy",2
"8466",3,3,"Boy",3
"8467",2,4,"Girl",4
"8468",2,3,"Girl",1
"8469",2,3,"Girl",NA
"8470",3,2,"Boy",1
"8471",2,2,"Girl",2
"8472",3,NA,"Boy",2
"8473",1,3,"Girl",2
"8474",2,3,"Girl",1
"8475",4,4,"Girl",1
"8476",2,4,"Girl",2
"8477",3,3,"Boy",2
"8478",2,3,"Boy",2
"8479",3,3,"Girl",1
"8480",2,3,"Boy",1
"8481",2,4,"Girl",1
"8482",2,2,"Girl",1
"8483",3,3,"Girl",2
"8484",4,4,"Boy",2
"8485",2,3,"Girl",2
"8486",3,3,"Girl",1
"8487",3,2,"Boy",1
"8488",3,3,"Girl",2
"8489",3,4,"Girl",4
"8490",3,4,"Girl",1
"8491",3,3,"Boy",1
"8492",1,3,"Boy",2
"8493",2,3,"Girl",3
"8494",4,4,"Girl",3
"8495",3,2,"Girl",1
"8496",3,3,"Boy",1
"8497",3,3,"Boy",2
"8498",3,2,"Girl",2
"8499",2,3,"Girl",3
"8500",2,3,"Girl",1
"8501",3,3,"Boy",2
"8502",5,4,"Boy",4
"8503",2,4,"Girl",2
"8504",3,3,"Boy",1
"8505",2,3,"Girl",1
"8506",3,3,"Girl",1
"8507",2,3,"Girl",1
"8508",1,3,"Girl",1
"8509",1,3,"Girl",2
"8510",1,3,"Girl",2
"8511",3,3,"Boy",2
"8512",2,4,"Boy",1
"8513",1,3,"Boy",2
"8514",4,3,"Boy",3
"8515",3,4,"Boy",2
"8516",3,2,"Boy",1
"8517",1,3,"Boy",4
"8518",3,3,"Boy",4
"8519",3,4,"Boy",2
"8520",3,3,"Boy",1
"8521",3,2,"Girl",1
"8522",3,3,"Boy",2
"8523",1,3,"Boy",3
"8524",2,3,"Boy",1
"8525",3,2,"Boy",2
"8526",2,3,"Girl",2
"8527",4,3,"Girl",1
"8528",3,3,"Boy",2
"8529",1,3,"Boy",1
"8530",3,3,"Boy",2
"8531",1,3,"Boy",1
"8532",3,2,"Boy",2
"8533",2,3,"Boy",1
"8534",3,3,"Girl",1
"8535",2,3,"Boy",2
"8536",3,4,"Boy",2
"8537",2,3,"Girl",2
"8538",2,2,"Girl",2
"8539",2,4,"Girl",2
"8540",2,3,"Boy",1
"8541",1,3,"Girl",1
"8542",3,4,"Girl",2
"8543",2,3,"Boy",4
"8544",3,4,"Boy",1
"8545",2,4,"Boy",2
"8546",3,3,"Girl",2
"8547",2,3,"Girl",2
"8548",3,4,"Girl",1
"8549",2,3,"Girl",1
"8550",2,3,"Boy",1
"8551",3,3,"Boy",1
"8552",2,3,"Boy",2
"8553",3,3,"Boy",2
"8554",5,4,"Boy",4
"8555",2,3,"Boy",1
"8556",2,4,"Boy",4
"8557",3,3,"Boy",1
"8558",3,2,"Boy",2
"8559",2,3,"Girl",1
"8560",4,3,"Boy",4
"8561",3,3,"Girl",1
"8562",3,3,"Girl",1
"8563",3,4,"Boy",3
"8564",1,3,"Boy",2
"8565",2,1,"Boy",2
"8566",2,4,"Boy",2
"8567",3,4,"Boy",2
"8568",3,4,"Girl",1
"8569",1,3,"Boy",1
"8570",3,3,"Girl",1
"8571",2,4,"Girl",4
"8572",3,4,"Boy",4
"8573",3,4,"Girl",1
"8574",3,4,"Girl",3
"8575",3,3,"Girl",3
"8576",1,2,"Boy",2
"8577",1,3,"Boy",2
"8578",3,4,"Girl",1
"8579",3,3,"Boy",2
"8580",2,2,"Boy",1
"8581",NA,3,"Boy",2
"8582",2,4,"Girl",2
"8583",2,3,"Boy",2
"8584",2,4,"Boy",2
"8585",2,3,"Girl",2
"8586",1,4,"Boy",2
"8587",3,3,"Boy",2
"8588",3,3,"Boy",2
"8589",4,4,"Boy",1
"8590",2,4,"Girl",2
"8591",2,3,"Boy",1
"8592",3,3,"Boy",1
"8593",2,3,"Boy",3
"8594",2,3,"Boy",3
"8595",2,3,"Girl",3
"8596",2,3,"Girl",1
"8597",2,4,"Boy",3
"8598",2,3,"Girl",2
"8599",3,3,"Boy",3
"8600",2,3,"Girl",4
"8601",3,3,"Boy",2
"8602",3,2,"Boy",3
"8603",3,3,"Boy",2
"8604",3,4,"Girl",1
"8605",4,4,"Girl",NA
"8606",2,3,"Boy",NA
"8607",2,4,"Girl",1
"8608",2,3,"Boy",3
"8609",3,2,"Girl",NA
"8610",3,3,"Girl",1
"8611",2,3,"Boy",1
"8612",1,3,"Girl",1
"8613",2,3,"Boy",2
"8614",1,4,"Boy",3
"8615",1,3,"Girl",3
"8616",1,3,"Boy",NA
"8617",2,4,"Boy",4
"8618",2,3,"Boy",1
"8619",3,2,"Boy",1
"8620",2,4,"Boy",NA
"8621",3,3,"Boy",4
"8622",3,3,"Girl",2
"8623",1,3,"Boy",2
"8624",2,2,"Boy",3
"8625",3,4,"Girl",2
"8626",3,3,"Boy",3
"8627",2,3,"Girl",1
"8628",3,4,"Girl",2
"8629",2,3,"Girl",2
"8630",2,4,"Girl",2
"8631",3,4,"Girl",3
"8632",3,3,"Boy",2
"8633",2,3,"Boy",2
"8634",3,4,"Girl",3
"8635",1,3,"Boy",3
"8636",3,4,"Boy",4
"8637",3,5,"Boy",2
"8638",3,5,"Girl",2
"8639",1,3,"Girl",2
"8640",1,3,"Boy",2
"8641",1,1,"Boy",2
"8642",2,3,"Girl",3
"8643",1,3,"Girl",2
"8644",2,2,"Girl",2
"8645",3,2,"Girl",2
"8646",5,3,"Girl",2
"8647",1,2,"Boy",2
"8648",1,3,"Boy",4
"8649",2,3,"Boy",2
"8650",3,3,"Girl",3
"8651",2,3,"Girl",2
"8652",1,3,"Boy",2
"8653",3,4,"Girl",2
"8654",2,3,"Boy",3
"8655",1,5,"Boy",2
"8656",3,4,"Boy",3
"8657",1,3,"Girl",2
"8658",1,3,"Girl",NA
"8659",NA,NA,"Boy",3
"8660",4,1,"Girl",4
"8661",1,3,"Boy",2
"8662",2,3,"Boy",NA
"8663",2,3,"Girl",2
"8664",1,3,"Boy",4
"8665",1,1,"Boy",NA
"8666",2,4,"Boy",2
"8667",1,4,"Girl",2
"8668",1,3,"Girl",3
"8669",NA,NA,"Girl",4
"8670",3,4,"Boy",NA
"8671",1,2,"Girl",1
"8672",1,4,"Girl",1
"8673",NA,NA,"Boy",NA
"8674",1,3,"Girl",2
"8675",NA,NA,"Boy",NA
"8676",1,3,"Girl",2
"8677",2,4,"Girl",2
"8678",3,4,"Boy",4
"8679",3,4,"Girl",2
"8680",3,2,"Boy",3
"8681",2,4,"Girl",1
"8682",1,4,"Boy",2
"8683",3,3,"Girl",2
"8684",3,3,"Boy",2
"8685",3,4,"Girl",2
"8686",1,3,"Girl",1
"8687",3,4,"Boy",2
"8688",2,3,"Girl",3
"8689",2,4,"Girl",1
"8690",5,4,"Boy",3
"8691",5,3,"Boy",4
"8692",2,3,"Girl",3
"8693",2,4,"Boy",2
"8694",2,4,"Girl",2
"8695",3,5,"Girl",2
"8696",3,3,"Boy",2
"8697",1,4,"Girl",1
"8698",2,3,"Girl",3
"8699",3,3,"Boy",2
"8700",3,4,"Boy",3
"8701",5,5,"Boy",2
"8702",4,4,"Boy",1
"8703",3,4,"Boy",4
"8704",3,3,"Boy",2
"8705",1,3,"Girl",3
"8706",3,3,"Boy",2
"8707",2,4,"Boy",2
"8708",1,2,"Girl",1
"8709",3,2,"Boy",2
"8710",1,3,"Boy",2
"8711",4,3,"Boy",2
"8712",2,3,"Boy",4
"8713",3,4,"Girl",2
"8714",5,5,"Girl",1
"8715",2,2,"Girl",2
"8716",3,4,"Boy",2
"8717",3,5,"Boy",3
"8718",3,2,"Boy",2
"8719",4,4,"Boy",2
"8720",4,3,"Boy",3
"8721",3,3,"Girl",3
"8722",3,4,"Boy",2
"8723",4,5,"Girl",2
"8724",3,4,"Girl",1
"8725",2,3,"Girl",3
"8726",3,4,"Boy",1
"8727",2,4,"Girl",3
"8728",2,4,"Girl",3
"8729",3,3,"Girl",2
"8730",2,5,"Girl",2
"8731",2,4,"Girl",1
"8732",1,2,"Boy",4
"8733",3,3,"Boy",3
"8734",2,2,"Boy",3
"8735",3,3,"Boy",3
"8736",3,3,"Girl",1
"8737",3,2,"Girl",2
"8738",3,3,"Girl",1
"8739",3,3,"Boy",2
"8740",3,3,"Boy",4
"8741",3,3,"Girl",2
"8742",5,2,"Boy",4
"8743",3,4,"Girl",1
"8744",3,4,"Girl",3
"8745",3,4,"Boy",4
"8746",3,4,"Girl",3
"8747",4,5,"Girl",3
"8748",3,4,"Girl",2
"8749",3,5,"Boy",2
"8750",2,4,"Girl",2
"8751",2,3,"Girl",1
"8752",3,4,"Girl",2
"8753",3,3,"Girl",2
"8754",3,2,"Girl",3
"8755",3,3,"Boy",NA
"8756",2,3,"Girl",2
"8757",2,3,"Boy",2
"8758",2,4,"Boy",2
"8759",3,3,"Girl",3
"8760",1,2,"Boy",3
"8761",1,3,"Boy",2
"8762",3,2,"Boy",3
"8763",4,4,"Boy",1
"8764",3,4,"Boy",3
"8765",3,4,"Girl",2
"8766",2,3,"Boy",3
"8767",3,4,"Girl",2
"8768",3,3,"Girl",2
"8769",1,3,"Boy",NA
"8770",2,2,"Boy",3
"8771",5,4,"Boy",2
"8772",3,5,"Girl",2
"8773",3,3,"Girl",3
"8774",3,2,"Girl",1
"8775",2,4,"Girl",2
"8776",1,2,"Girl",NA
"8777",3,1,"Girl",3
"8778",1,3,"Boy",4
"8779",3,4,"Girl",3
"8780",3,3,"Girl",1
"8781",3,3,"Girl",1
"8782",1,3,"Girl",2
"8783",1,3,"Boy",1
"8784",1,3,"Girl",2
"8785",2,4,"Boy",2
"8786",2,4,"Girl",1
"8787",2,1,"Girl",3
"8788",2,3,"Girl",3
"8789",3,5,"Girl",3
"8790",3,4,"Girl",3
"8791",5,3,"Boy",1
"8792",2,3,"Girl",1
"8793",1,3,"Boy",1
"8794",3,4,"Boy",3
"8795",2,3,"Girl",2
"8796",1,3,"Boy",1
"8797",2,NA,"Boy",2
"8798",3,2,"Girl",3
"8799",3,3,"Boy",NA
"8800",1,3,"Boy",2
"8801",1,5,"Girl",2
"8802",3,4,"Boy",1
"8803",3,3,"Girl",1
"8804",3,4,"Girl",1
"8805",1,3,"Girl",1
"8806",3,3,"Boy",2
"8807",1,3,"Girl",2
"8808",2,2,"Boy",3
"8809",1,3,"Girl",1
"8810",3,4,"Boy",4
"8811",2,3,"Girl",2
"8812",1,4,"Boy",NA
"8813",3,4,"Girl",2
"8814",5,5,"Girl",4
"8815",2,2,"Boy",2
"8816",1,1,"Girl",NA
"8817",5,5,"Boy",4
"8818",3,3,"Boy",2
"8819",3,4,"Girl",1
"8820",NA,3,"Boy",1
"8821",3,4,"Girl",2
"8822",1,3,"Boy",2
"8823",NA,4,"Boy",2
"8824",1,3,"Boy",4
"8825",3,2,"Girl",2
"8826",3,3,"Boy",4
"8827",2,3,"Boy",2
"8828",1,3,"Boy",2
"8829",2,3,"Boy",2
"8830",2,3,"Boy",2
"8831",2,3,"Boy",3
"8832",1,3,"Girl",4
"8833",5,5,"Girl",3
"8834",3,3,"Girl",1
"8835",1,3,"Boy",1
"8836",2,4,"Boy",1
"8837",1,4,"Boy",2
"8838",2,3,"Boy",1
"8839",3,3,"Girl",2
"8840",3,3,"Girl",1
"8841",3,2,"Boy",2
"8842",3,3,"Boy",3
"8843",NA,3,"Boy",NA
"8844",3,3,"Boy",4
"8845",3,4,"Girl",4
"8846",2,3,"Boy",4
"8847",3,3,"Boy",4
"8848",3,2,"Boy",NA
"8849",1,5,"Boy",4
"8850",3,3,"Boy",3
"8851",1,3,"Girl",1
"8852",2,3,"Boy",1
"8853",1,3,"Girl",2
"8854",3,2,"Boy",3
"8855",3,3,"Boy",2
"8856",3,NA,"Boy",4
"8857",3,4,"Girl",4
"8858",1,NA,"Boy",NA
"8859",2,3,"Girl",1
"8860",1,3,"Girl",NA
"8861",3,4,"Boy",3
"8862",NA,3,"Boy",NA
"8863",3,1,"Boy",4
"8864",3,4,"Boy",3
"8865",3,3,"Girl",1
"8866",2,4,"Girl",3
"8867",1,4,"Girl",2
"8868",1,3,"Girl",2
"8869",3,3,"Boy",2
"8870",NA,NA,"Girl",NA
"8871",1,3,"Boy",2
"8872",3,3,"Girl",2
"8873",1,5,"Boy",NA
"8874",2,3,"Boy",2
"8875",4,4,"Girl",1
"8876",3,4,"Boy",2
"8877",2,3,"Boy",4
